City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Hualmay,PE,-11.0964,-77.6139,60.66,84,31,9.91,scattered clouds
348,Orumiyeh,IR,37.5527,45.0761,81.95,42,0,4.61,clear sky
349,Nybro,SE,56.7446,15.9071,65.21,53,9,3.33,clear sky
350,Asosa,ET,10.0667,34.5333,63.68,87,98,1.99,overcast clouds
351,Venice,US,27.0998,-82.4543,79.0,89,0,8.05,clear sky
352,Nchelenge,ZM,-9.3451,28.734,67.32,45,42,4.29,scattered clouds
353,Shache,CN,38.4167,77.2406,81.57,39,97,8.66,overcast clouds
354,Tigre,AR,-34.426,-58.5796,55.4,80,0,6.91,clear sky
355,Akdagmadeni,TR,39.6603,35.8836,68.54,62,20,5.95,few clouds
356,Lagos,NG,6.5833,3.75,75.04,88,100,6.8,overcast clouds
357,Ovada,IT,44.6384,8.6453,77.34,66,97,1.57,overcast clouds
358,Damara,CF,4.9608,18.7035,71.22,94,100,2.51,overcast clouds
359,Vyazma,RU,55.2104,34.2951,66.88,54,2,4.7,clear sky
360,Maridi,SS,4.9158,29.4742,69.55,88,99,2.19,overcast clouds
361,Strezhevoy,RU,60.7333,77.5889,68.86,41,26,10.36,scattered clouds
362,Mandera,KE,3.9366,41.867,76.8,59,89,19.55,overcast clouds
363,Theodoriana,GR,39.4356,21.21,55.08,60,8,4.54,clear sky
364,Hilton Head Island,US,32.2163,-80.7526,77.99,94,0,0.0,clear sky
365,Luanda,AO,-8.8368,13.2343,68.0,88,100,1.14,overcast clouds
366,Rio Gallegos,AR,-51.6226,-69.2181,35.65,75,0,14.97,clear sky
367,Cannington,AU,-32.0167,115.95,70.77,46,0,17.27,clear sky
368,Djambala,CG,-2.5447,14.7533,66.94,73,75,5.03,broken clouds
369,Teguise,ES,29.0605,-13.564,66.42,83,40,8.05,scattered clouds
370,Littleton,US,39.6133,-105.0166,79.48,37,75,16.11,broken clouds
371,Gamba,GA,-2.65,10.0,69.64,88,95,3.44,overcast clouds
372,Kuznetsk,RU,53.1167,46.6004,72.28,54,1,5.59,clear sky
373,Singarayakonda,IN,15.25,80.0333,92.98,44,99,20.0,overcast clouds
374,Chicama,PE,-7.8447,-79.1469,57.74,85,80,4.52,broken clouds
375,Lefka,CY,35.1106,32.8506,85.08,39,0,4.7,clear sky
376,Miram Shah,PK,33.0086,70.0697,82.69,65,84,5.88,broken clouds
377,Izhma,RU,65.0083,53.9113,60.21,89,99,9.91,light rain
378,Ambilobe,MG,-13.2,49.05,79.79,44,6,12.5,clear sky
379,Talcahuano,CL,-36.7167,-73.1167,49.68,93,100,12.66,light rain
380,Colares,PT,38.7992,-9.4469,66.33,79,0,10.0,clear sky
381,Grand Baie,MU,-20.0182,57.5802,73.45,59,88,14.0,overcast clouds
382,Nisia Floresta,BR,-6.0911,-35.2086,70.61,93,15,5.3,few clouds
383,Taoudenni,ML,22.6783,-3.9836,92.01,17,0,4.65,clear sky
384,Saint-Francois,FR,46.4154,3.9054,63.68,87,0,2.3,clear sky
385,Capao Da Canoa,BR,-29.7456,-50.0097,56.46,87,0,8.52,clear sky
386,Baturite,BR,-4.3286,-38.8847,73.47,86,47,5.39,scattered clouds
387,Saint-Martin-Boulogne,FR,50.7269,1.6186,67.32,51,1,6.73,clear sky
388,Pailon,BO,-17.65,-62.75,59.9,43,0,4.32,clear sky
389,Bilma,NE,18.6853,12.9164,89.01,20,25,16.06,scattered clouds
390,Jaffna,LK,9.6685,80.0074,84.54,70,100,12.19,overcast clouds
391,Mtsamboro,YT,-12.6998,45.0689,78.12,65,2,7.94,clear sky
392,Eyemouth,GB,55.8713,-2.0901,59.67,87,4,6.46,clear sky
393,Maldonado,UY,-34.6667,-54.9167,49.23,92,2,6.76,clear sky
394,Hamilton,US,39.1834,-84.5333,68.0,86,0,3.44,clear sky
395,Makat,KZ,47.6469,53.3463,94.91,16,14,5.12,few clouds
396,New Scone,GB,56.4194,-3.4051,58.89,88,2,1.66,clear sky
397,Huicungo,PE,-7.2833,-76.8,67.87,96,24,1.68,few clouds
398,Ruthin,GB,53.1137,-3.3178,65.32,73,4,3.71,clear sky
399,Cap Malheureux,MU,-19.9842,57.6142,73.47,59,87,14.0,overcast clouds
400,Sao Joao Da Barra,BR,-21.6403,-41.0511,63.93,86,4,12.39,clear sky
401,Saint-Georges,GD,12.0564,-61.7485,78.48,89,20,0.0,few clouds
402,Bhandara,IN,21.1667,79.65,79.29,85,100,13.53,overcast clouds
403,Kedrovyy,RU,56.1667,91.8167,72.01,40,9,5.61,clear sky
404,Beberibe,BR,-4.1797,-38.1306,75.69,82,49,10.18,scattered clouds
405,Koson,UZ,39.0375,65.585,91.72,15,0,11.63,clear sky
406,Dvurechensk,RU,56.5982,61.0953,70.18,42,41,12.88,scattered clouds
407,Saint-Augustin,CA,51.226,-58.6502,62.47,89,100,12.73,overcast clouds
408,Dhidhdhoo,MV,6.8833,73.1,81.63,82,32,12.66,scattered clouds
409,Mandeville,JM,18.0417,-77.5071,68.59,92,8,2.48,clear sky
410,Thinadhoo,MV,0.5333,72.9333,83.19,72,88,10.45,moderate rain
411,Kurlovo,RU,55.4325,40.4854,71.13,52,21,2.26,few clouds
412,Ust-Ishim,RU,57.6935,71.1665,74.48,58,22,8.19,light rain
413,Gryazi,RU,52.4966,39.9359,76.19,62,9,12.53,clear sky
414,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,71.01,95,77,1.74,broken clouds
415,Sharjah,AE,25.3573,55.4033,104.29,37,0,4.61,clear sky
416,Cerrito,CO,6.8432,-72.694,51.21,92,93,2.8,overcast clouds
417,Jutai,BR,-5.1833,-68.9,72.28,81,81,0.92,broken clouds
418,Chapais,CA,49.7834,-74.8492,47.8,97,100,7.72,overcast clouds
419,Mamlyutka,KZ,54.9375,68.5394,66.22,80,99,6.51,light rain
420,Lentini,IT,37.2855,14.9996,77.94,100,75,2.19,broken clouds
421,Bahia Honda,CU,22.9036,-83.1592,76.62,90,63,6.91,broken clouds
422,Saint-Leu,RE,-21.15,55.2833,72.46,66,7,4.63,clear sky
423,Gubkin,RU,51.2817,37.5458,77.2,57,79,15.28,broken clouds
424,Penzance,GB,50.1186,-5.5371,68.77,68,1,9.53,clear sky
425,Barcelos,PT,41.5388,-8.6151,67.84,92,0,2.24,clear sky
426,Cockburn Town,TC,21.4612,-71.1419,81.97,76,22,17.27,few clouds
427,Mehamn,NO,71.0357,27.8492,51.75,82,75,29.93,light rain
428,Esna,EG,25.2934,32.554,92.62,20,39,17.87,scattered clouds
429,Mangrol,IN,21.1167,70.1167,82.49,87,98,26.46,overcast clouds
430,Ritchie,ZA,-29.038,24.6028,56.41,34,52,8.57,broken clouds
431,Kirkwall,GB,58.9848,-2.9587,53.96,94,20,0.0,few clouds
432,Yarke Pole,UA,45.608,34.3172,79.3,47,12,6.13,few clouds
433,Tabligbo,TG,6.5833,1.5,73.26,85,100,6.96,overcast clouds
434,Akdepe,TM,42.0551,59.3788,90.3,20,0,15.99,clear sky
435,Shelburne,CA,44.0787,-80.2041,55.6,92,0,5.82,clear sky
436,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.93,88,1,3.83,clear sky
437,Lexington,US,37.9887,-84.4777,71.6,85,0,8.05,clear sky
438,Norrtalje,SE,59.758,18.705,69.03,61,4,8.93,clear sky
439,Igrim,RU,63.1906,64.4162,59.77,93,100,7.16,overcast clouds
440,Rebrikha,RU,53.0733,82.3408,76.55,51,31,3.11,scattered clouds
441,Alcantara,BR,-2.4089,-44.4147,79.0,86,9,8.41,clear sky
442,Korem,ET,12.5058,39.5228,57.13,85,100,3.76,moderate rain
443,Bandarbeyla,SO,9.4942,50.8122,84.81,51,61,30.36,broken clouds
444,Najran,SA,17.4924,44.1277,88.07,32,98,7.67,overcast clouds
445,Leh,IN,34.1667,77.5833,58.8,73,100,3.31,overcast clouds
446,Almaty,KZ,43.25,76.95,82.31,30,20,11.18,few clouds
447,Veshenskaya,RU,49.6303,41.7334,87.19,33,83,14.07,broken clouds
448,Nikel,RU,69.4128,30.222,53.78,71,97,28.03,overcast clouds
449,Bobo Dioulasso,BF,11.1771,-4.2979,71.17,95,100,5.08,overcast clouds
450,Giyani,ZA,-23.3025,30.7187,67.62,50,0,3.8,clear sky
451,Pavlohrad,UA,48.5167,35.8667,73.74,56,100,14.23,overcast clouds
452,Deep River,CA,46.1001,-77.4995,51.94,75,4,4.68,clear sky
453,Matiguas,NI,12.8373,-85.4622,70.72,97,99,3.0,overcast clouds
454,Puerto Asis,CO,0.5133,-76.5007,67.21,99,88,1.03,overcast clouds
455,Cabedelo,BR,-6.9811,-34.8339,72.27,86,19,7.02,few clouds
456,Maniitsoq,GL,65.4167,-52.9,41.68,81,83,4.63,broken clouds
457,Albany,US,42.6001,-73.9662,63.79,87,0,4.63,clear sky
458,Nouakchott,MR,18.0858,-15.9785,80.53,85,49,9.35,scattered clouds
459,Aripuana,BR,-9.1667,-60.6333,69.49,65,2,1.34,clear sky
460,Dori,BF,14.0354,-0.0345,77.13,71,100,6.73,overcast clouds
461,Kristianstad,SE,56.0313,14.1524,62.74,77,0,3.44,clear sky
462,Pombia,IT,45.653,8.6336,75.13,56,0,5.75,clear sky
463,Maiduguri,NG,11.8464,13.1603,72.12,87,99,10.67,light rain
464,Henties Bay,NA,-22.116,14.2845,52.86,86,0,4.34,clear sky
465,Kabalo,CD,-6.05,26.9167,78.17,36,95,7.7,overcast clouds
466,The Valley,AI,18.217,-63.0578,81.82,74,100,17.05,overcast clouds
467,Caceres,ES,39.522,-6.3748,68.31,54,0,1.95,clear sky
468,Itarema,BR,-2.9248,-39.9167,76.28,88,65,12.33,broken clouds
469,Thanesar,IN,29.9833,76.8167,91.78,53,0,4.9,clear sky
470,Alvdal,NO,62.1077,10.6307,55.96,83,83,1.81,broken clouds
471,Puerres,CO,1.1937,-77.2666,45.68,90,76,5.88,broken clouds
472,Kolyvan,RU,55.3053,82.7391,74.82,44,0,9.75,clear sky
473,Havelock,US,34.8791,-76.9013,82.38,89,99,8.55,overcast clouds
474,Placido De Castro,BR,-10.3353,-67.1856,68.05,69,3,1.88,clear sky
475,Buy,RU,58.4786,41.53,69.58,53,93,10.78,overcast clouds
476,Porto Seguro,BR,-16.4497,-39.0647,75.72,78,40,8.05,scattered clouds
477,Areka,ET,7.0667,37.7,61.05,94,100,1.63,light rain
478,Belmonte,BR,-15.8631,-38.8828,72.28,89,53,4.88,broken clouds
479,Cocobeach,GA,1.0002,9.5823,75.06,85,100,9.64,light rain
480,Olecko,PL,54.0337,22.507,66.43,75,0,7.16,clear sky
481,Loum,CM,4.7182,9.7351,70.61,98,100,0.94,overcast clouds
482,Chabahar,IR,25.2919,60.643,87.01,71,94,3.67,overcast clouds
483,Gondal,IN,21.9667,70.8,82.26,86,100,17.4,overcast clouds
484,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.84,52,64,1.34,broken clouds
485,Balkanabat,TM,39.5108,54.3671,91.69,17,0,18.97,clear sky
486,Rawah,IQ,34.4816,41.9093,88.95,39,0,18.34,clear sky
487,Formosa,AR,-26.1775,-58.1781,53.58,94,0,4.61,clear sky
488,Nyrob,RU,60.733,56.7202,65.19,62,100,9.28,overcast clouds
489,Ferrol,ES,43.4832,-8.2369,64.72,95,76,2.86,broken clouds
490,Tabas,IR,33.5959,56.9244,85.14,13,0,7.49,clear sky
491,Khor,RU,47.8861,134.9464,71.55,70,45,5.46,scattered clouds
492,Santander,ES,43.4647,-3.8044,68.47,92,75,7.0,broken clouds
493,Bonita Springs,US,26.3398,-81.7787,79.99,95,96,6.76,overcast clouds
494,Ocho Rios,JM,18.4025,-77.1048,72.81,85,71,6.51,broken clouds
495,Segou,ML,13.4317,-6.2157,76.82,83,81,6.06,broken clouds
496,Athy,IE,52.9914,-6.9803,57.85,90,4,2.86,clear sky
497,Linares,CL,-35.85,-71.6,41.88,92,2,4.74,clear sky
498,Belle Glade,US,26.6845,-80.6676,81.05,78,99,6.33,overcast clouds
499,Agadez,NE,19.75,10.25,85.93,19,7,11.43,clear sky
500,Axim,GH,4.8699,-2.2405,76.24,79,96,9.17,overcast clouds
501,Porbandar,IN,21.6422,69.6093,82.38,89,75,16.11,drizzle
502,Annau,TM,37.8876,58.516,86.92,19,0,7.52,clear sky
503,Colquechaca,BO,-18.6667,-66.0167,30.07,25,0,3.33,clear sky
504,Pendencias,BR,-5.26,-36.7222,71.37,86,12,6.4,few clouds
505,Altay,CN,47.8667,88.1167,83.77,22,95,15.28,overcast clouds
506,Nargana,PA,9.4428,-78.5906,78.46,87,100,8.39,overcast clouds
507,Iquitos,PE,-3.7481,-73.2472,71.83,85,91,2.01,overcast clouds
508,Borgarnes,IS,64.5383,-21.9206,51.8,95,100,4.68,overcast clouds
509,Garowe,SO,8.4054,48.4845,80.85,48,82,28.12,broken clouds
510,Terre Haute,US,39.4667,-87.4139,63.32,82,0,5.75,clear sky
511,Chipiona,ES,36.7366,-6.437,71.31,94,0,5.75,clear sky
512,Sokoni,TZ,-6.4333,39.55,74.86,77,50,13.78,moderate rain
513,La Asuncion,VE,11.0333,-63.8628,79.29,88,4,9.44,clear sky
514,Mitsamiouli,KM,-11.3847,43.2844,76.93,61,21,6.62,few clouds
515,Acopiara,BR,-6.0953,-39.4525,67.35,95,8,3.53,clear sky
516,Bukama,CD,-9.2,25.85,73.65,32,84,1.25,broken clouds
517,Boa Viagem,BR,-5.1275,-39.7322,67.05,97,12,2.3,few clouds
518,Marawi,PH,7.9986,124.2928,80.17,71,60,3.89,broken clouds
519,Ondangwa,NA,-17.9167,15.95,57.29,18,0,6.85,clear sky
520,Nokaneng,BW,-19.6667,22.2667,60.13,27,0,4.29,clear sky
521,Tete,MZ,-16.1564,33.5867,69.89,68,20,0.0,few clouds
522,Komsomolets,KZ,53.7453,62.0708,68.77,48,51,13.06,broken clouds
523,Talnakh,RU,69.4865,88.3972,60.21,75,97,8.23,overcast clouds
524,Buraydah,SA,26.326,43.975,99.99,18,4,16.87,clear sky
525,Yining,CN,29.0361,114.5636,103.06,33,87,5.35,overcast clouds
526,Sebring,US,27.4956,-81.4409,76.89,94,0,0.0,clear sky
527,Vetluga,RU,57.8557,45.781,67.66,54,100,9.28,overcast clouds
528,Zabalj,RS,45.3722,20.0639,70.61,44,27,1.48,scattered clouds
529,Camara De Lobos,PT,32.6333,-16.9667,69.71,85,20,5.75,few clouds
530,Les Cayes,HT,18.2,-73.75,80.4,74,73,1.95,broken clouds
531,Atkarsk,RU,51.8718,45.0078,78.57,50,4,10.31,clear sky
532,Marsabit,KE,2.3284,37.9899,61.47,63,82,22.59,broken clouds
533,Siyabuswa,ZA,-25.1132,29.0445,60.91,35,0,2.57,clear sky
534,Plettenberg Bay,ZA,-34.0527,23.3716,56.77,80,97,10.94,overcast clouds
535,Ryazan,RU,54.6197,39.74,70.07,58,8,4.5,clear sky
536,Westport,US,41.1415,-73.3579,75.74,63,40,6.91,scattered clouds
537,Mao,ES,39.8885,4.2658,77.56,83,0,4.61,clear sky
538,Borba,BR,-4.3878,-59.5939,73.18,62,89,2.28,overcast clouds
539,Morondava,MG,-20.2833,44.2833,73.06,66,0,8.46,clear sky
540,Mahuta,TZ,-10.8667,39.45,70.65,66,98,5.61,overcast clouds
541,Zeerust,ZA,-25.5369,26.0751,56.26,40,2,3.89,clear sky
542,Romanovo,RU,52.6182,81.2271,78.66,42,35,2.08,scattered clouds
543,Mumford,GH,5.2618,-0.759,72.41,90,79,7.05,broken clouds
544,Minas,UY,-34.3759,-55.2377,44.92,92,1,6.64,clear sky
545,Mastic Beach,US,40.7668,-72.8521,75.04,87,20,8.01,few clouds
546,La Romana,DO,18.4273,-68.9728,76.42,89,49,9.57,scattered clouds
547,Tessalit,ML,20.1986,1.0114,86.16,46,80,19.62,broken clouds
548,Sept-Iles,CA,50.2001,-66.3821,59.52,97,75,2.3,broken clouds
549,Camapua,BR,-19.5314,-54.0439,56.41,67,0,7.31,clear sky
550,Bundibugyo,UG,0.7414,30.0417,73.13,72,98,1.43,overcast clouds
551,Jacqueville,CI,5.2052,-4.4146,74.52,89,97,9.37,light rain
552,Taltal,CL,-25.4,-70.4833,54.37,83,89,0.34,overcast clouds
553,Japura,ID,-0.3167,102.35,92.73,50,76,3.44,broken clouds
554,Sonegaon,IN,20.65,78.6833,83.61,71,95,17.07,overcast clouds
555,Floro,NO,61.5996,5.0328,58.23,100,75,5.75,light intensity drizzle
556,Elizabeth City,US,36.2946,-76.2511,75.22,97,100,9.22,heavy intensity rain
557,Sant Julia De Loria,AD,42.4625,1.4825,63.99,63,8,5.03,clear sky
558,Talas,TR,38.6908,35.5538,74.07,46,0,8.05,clear sky
559,Fatsa,TR,41.0278,37.5014,78.6,73,80,4.9,broken clouds
560,Orizona,BR,-17.0314,-48.2958,55.13,37,74,2.82,broken clouds
561,Mtambile,TZ,-5.3833,39.7,75.72,74,67,14.23,light rain
562,Sembe,CG,1.6481,14.5806,70.86,90,66,3.65,broken clouds
563,Mazamari,PE,-11.3258,-74.5308,68.56,91,74,1.34,broken clouds
564,Oussouye,SN,12.485,-16.5469,77.18,89,100,7.27,light rain
565,Koungou,YT,-12.7336,45.2042,80.31,61,0,5.75,clear sky
566,Langen,DE,49.9933,8.6728,73.54,50,0,8.05,clear sky
567,Berbera,SO,10.4396,45.0143,91.36,41,100,26.28,overcast clouds
568,Svolvaer,NO,68.2342,14.5683,51.98,71,75,10.36,light rain
569,Krasnoselkup,RU,65.7,82.4667,61.72,46,100,9.13,overcast clouds
570,Abu Dhabi,AE,24.4667,54.3667,100.51,76,60,8.05,broken clouds
571,Janauba,BR,-15.8025,-43.3089,65.8,39,61,6.44,broken clouds
572,Rio Grande,BR,-32.035,-52.0986,48.94,92,1,8.9,clear sky
573,Chuchkovo,RU,54.2693,41.4465,71.19,54,0,6.15,clear sky
574,Garmsar,IR,35.2182,52.3409,88.0,13,0,11.81,clear sky
575,Brigantine,US,39.4101,-74.3646,77.0,82,0,5.75,clear sky
576,Luba,GQ,3.4568,8.5547,76.32,87,100,9.42,overcast clouds
577,Iralaya,HN,15.0,-83.2333,79.09,86,100,6.42,overcast clouds
578,Vigrestad,NO,58.5667,5.7,62.58,79,10,3.6,clear sky
579,Colquiri,BO,-17.4167,-67.1333,33.53,37,0,3.71,clear sky
580,Cuiaba,BR,-15.5961,-56.0967,57.13,82,0,2.3,clear sky
581,Kangaatsiaq,GL,68.3065,-53.4641,39.36,91,85,8.46,overcast clouds
582,Usinsk,RU,65.9939,57.5281,59.76,88,100,16.35,light rain
583,Winneba,GH,5.3511,-0.6231,72.14,90,82,6.78,broken clouds
584,Novyy Urengoy,RU,66.0833,76.6333,61.45,49,100,18.5,overcast clouds
585,Cueto,CU,20.6439,-75.9356,77.52,90,46,5.46,scattered clouds
586,Pithoragarh,IN,29.5833,80.2167,78.98,60,11,1.9,few clouds
587,Santa Fe,AR,-31.6333,-60.7,54.01,85,100,8.01,light rain
588,Laishevo,RU,55.4046,49.5504,73.62,56,71,5.7,broken clouds
589,Port-Cartier,CA,50.0334,-66.8654,59.22,95,48,3.85,scattered clouds
590,Ous,RU,60.9058,61.5186,69.62,46,65,10.76,broken clouds
591,Mananjary,MG,-21.2167,48.3333,68.58,81,90,3.69,light rain
592,Inirida,CO,3.8653,-67.9239,71.2,97,75,1.5,broken clouds
593,Tobermory,CA,45.2501,-81.6665,63.21,69,0,14.97,clear sky
594,Mahon,ES,39.8885,4.2658,77.56,83,0,4.61,clear sky
595,Pontassieve,IT,43.7737,11.4282,74.7,58,20,1.14,few clouds
596,Aswan,EG,24.0934,32.907,94.15,19,81,17.07,broken clouds
597,Nicoya,CR,10.1483,-85.452,73.72,97,100,3.24,overcast clouds
598,Amot,NO,59.5714,7.9877,64.51,67,7,3.96,clear sky
599,Leshukonskoye,RU,64.8989,45.7622,60.51,87,100,11.25,light rain
600,Belyy Yar,RU,53.6039,91.3903,78.85,40,0,2.24,clear sky
601,Tutoia,BR,-2.7619,-42.2744,77.88,80,25,11.65,scattered clouds
602,Pitea,SE,65.3172,21.4794,57.29,53,61,12.88,broken clouds
603,Rondonopolis,BR,-16.4708,-54.6356,57.76,57,0,2.17,clear sky
604,Odweyne,SO,9.4092,45.064,72.81,59,92,25.97,overcast clouds
605,Jawhar,SO,2.7809,45.5005,79.02,62,58,15.86,broken clouds
606,Rockland,US,41.1668,-74.0496,75.83,58,55,5.12,broken clouds
607,Kirovsk,UA,48.6375,38.6428,86.43,27,90,15.99,overcast clouds
608,Timiryazevskiy,RU,56.49,84.8769,72.86,47,2,8.48,clear sky
609,Bonavista,CA,48.6499,-53.1147,57.4,94,100,8.43,overcast clouds
610,Cave Spring,US,37.2276,-80.0128,70.21,88,75,4.61,broken clouds
611,Kosh-Agach,RU,50.0,88.6667,68.04,34,61,1.21,broken clouds
612,Bikaner,IN,28.0167,73.3,93.63,46,40,17.05,light rain
613,Andijon,UZ,40.7821,72.3442,85.28,28,1,9.22,clear sky
614,Volnovakha,UA,47.601,37.4967,84.61,33,84,18.5,broken clouds
615,Songea,TZ,-10.6833,35.65,65.28,51,97,4.12,overcast clouds
616,Clarence Town,AU,-32.5833,151.7833,58.95,97,100,2.42,light rain
617,Morrinhos,BR,-17.7311,-49.0994,52.48,63,19,3.47,few clouds
618,Villazon,BO,-22.0866,-65.5942,36.99,20,0,1.59,clear sky
619,Grahamstown,ZA,-33.3042,26.5328,50.95,91,96,6.53,overcast clouds
620,Chongwe,ZM,-15.3292,28.682,62.71,39,3,4.5,clear sky
621,Goundi,TD,9.3627,17.366,70.32,98,100,4.23,light rain
622,Maracaibo,VE,10.6317,-71.6406,79.43,87,54,6.6,broken clouds
623,Gravdal,NO,68.1214,13.5031,51.69,76,75,11.5,broken clouds
624,Birao,CF,10.2849,22.7882,71.51,96,100,5.08,overcast clouds
625,Puerto Quijarro,BO,-17.7833,-57.7667,55.47,65,0,2.08,clear sky
626,Jeronimo Monteiro,BR,-20.7894,-41.395,57.78,87,28,0.63,scattered clouds
627,Zelenoborsk,RU,61.4669,64.0333,58.42,86,99,7.7,overcast clouds
628,Prestea,GH,5.4327,-2.1428,70.95,93,97,3.51,overcast clouds
629,Mizan Teferi,ET,6.9833,35.5833,62.47,97,100,2.1,light rain
630,Stilfontein,ZA,-26.8449,26.7683,55.71,33,27,8.3,scattered clouds
631,Mhlume,SZ,-26.0333,31.85,67.05,53,0,8.3,clear sky
632,Bolotnoye,RU,55.6717,84.3981,72.63,40,0,10.96,clear sky
633,Behbahan,IR,30.5959,50.2417,109.27,14,36,2.93,scattered clouds
634,Berea,US,41.3662,-81.8543,66.54,82,20,8.05,few clouds
635,Malinovoye Ozero,RU,51.6753,79.7825,78.8,47,84,2.53,broken clouds
636,Kota,IN,25.1833,75.8333,80.46,86,90,12.64,overcast clouds
637,Knysna,ZA,-34.0363,23.0471,57.43,83,100,13.91,overcast clouds
638,Pokaran,IN,26.9167,71.9167,93.22,50,54,18.19,broken clouds
639,Chimbote,PE,-9.0853,-78.5783,60.53,90,57,7.45,broken clouds
640,Marystown,CA,47.1666,-55.1483,58.44,97,100,6.76,overcast clouds
641,Ambam,CM,2.3833,11.2833,68.68,91,98,3.58,overcast clouds
642,El Alto,PE,-4.2714,-81.2147,61.61,85,100,13.87,overcast clouds
643,Kisangani,CD,0.5167,25.2,75.67,81,70,2.46,broken clouds
644,Matagami,CA,49.7502,-77.6328,48.31,87,0,8.05,clear sky
645,Severnyy,RU,50.677,36.5532,73.44,68,0,13.42,clear sky
646,Isoka,ZM,-10.1606,32.6335,63.64,47,28,6.15,scattered clouds
647,Ebolowa,CM,2.9,11.15,68.74,97,100,1.77,overcast clouds
648,Tucuma,BR,-0.1833,-50.05,75.72,92,14,6.71,few clouds
649,Qaqortoq,GL,60.7167,-46.0333,44.67,82,38,4.32,scattered clouds
650,Tulsipur,NP,28.131,82.2973,89.29,62,27,6.06,scattered clouds
651,Urumqi,CN,43.801,87.6005,72.55,69,75,6.71,broken clouds
652,Yuzhnyy,RU,53.2542,83.6936,77.38,50,40,4.47,scattered clouds
653,Ballina,AU,-28.8667,153.5667,63.79,93,100,12.95,light rain
654,Waterboro,US,43.5356,-70.7151,66.22,86,20,0.0,mist
655,Likasi,CD,-10.9814,26.7333,61.09,46,27,4.99,scattered clouds
656,Obera,AR,-27.4871,-55.1199,49.66,97,81,2.62,broken clouds
657,Skelleftea,SE,64.7507,20.9528,57.56,58,71,16.11,broken clouds
658,Bocas Del Toro,PA,9.3333,-82.25,78.17,87,100,10.22,overcast clouds
659,Olavarria,AR,-36.8927,-60.3225,45.01,83,3,7.54,clear sky
660,Kjollefjord,NO,70.9457,27.3465,51.85,82,75,29.93,light rain
661,Maceio,BR,-9.6658,-35.7353,71.04,94,0,4.61,clear sky
662,Dogbo,BJ,6.8167,1.7833,72.68,87,100,6.15,overcast clouds
663,Matay,EG,28.419,30.7792,84.09,45,0,10.92,clear sky
664,Ramhormoz,IR,31.28,49.6035,107.64,13,0,3.31,clear sky
665,Saint Anthony,US,45.0205,-93.218,71.53,62,0,9.22,clear sky
666,Fecamp,FR,49.7579,0.3746,69.51,45,0,7.58,clear sky
667,Manjacaze,MZ,-24.7117,33.8828,67.59,66,0,10.0,clear sky
668,Jaguaribe,BR,-5.8906,-38.6219,71.22,91,8,3.22,clear sky
669,Chyhyryn,UA,49.0838,32.6555,73.0,66,100,7.78,overcast clouds
670,Takoradi,GH,4.8845,-1.7554,74.61,82,91,7.76,overcast clouds
671,Kreuztal,DE,50.9667,7.9833,71.38,50,40,3.6,scattered clouds
672,Kot Isa Khan,IN,30.95,75.1333,91.78,55,68,1.39,broken clouds
673,Krutikha,RU,53.9599,81.2093,80.85,39,44,8.95,scattered clouds
674,Dirba,IN,30.0667,75.9833,92.84,51,0,5.41,clear sky
675,White Oak,US,39.2131,-84.5994,67.1,88,0,3.44,clear sky
676,Sumkino,RU,58.1108,68.3244,64.92,70,100,7.67,overcast clouds
677,Oskemen,KZ,49.9565,82.6119,76.96,57,75,4.47,broken clouds
678,Florianopolis,BR,-27.6146,-48.5012,59.41,95,75,2.3,broken clouds
679,Albanel,CA,48.8832,-72.4487,55.54,87,100,5.75,overcast clouds
680,Sungurlu,TR,40.1675,34.3739,75.85,43,0,5.61,clear sky
681,Kosonsoy,UZ,41.2561,71.5508,81.16,19,1,7.65,clear sky
682,Conakry,GN,9.538,-13.6773,75.27,94,75,6.91,broken clouds
683,Kozhva,RU,65.1073,57.0459,60.53,86,100,9.55,overcast clouds
684,Bonthe,SL,7.5264,-12.505,75.99,86,96,7.07,light rain
685,Kamina,CD,-8.7386,24.9906,67.62,32,99,7.11,overcast clouds
686,Conde,BR,-7.2597,-34.9075,71.06,100,75,0.0,broken clouds
687,Ormara,PK,25.2088,64.6357,88.86,69,98,13.76,overcast clouds
688,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.84,45,0,4.59,clear sky
689,Sabha,LY,27.0377,14.4283,83.03,22,0,12.53,clear sky
690,Medak,IN,18.0333,78.2667,81.28,69,80,20.27,broken clouds
691,Mitu,CO,1.1983,-70.1733,68.67,99,57,2.1,broken clouds
692,Andenes,NO,69.3143,16.1194,49.98,81,75,27.63,broken clouds
693,Caala,AO,-12.8525,15.5606,53.98,26,2,1.99,clear sky
694,Tallahassee,US,30.4383,-84.2807,73.24,89,40,0.0,scattered clouds
695,Sisimiut,GL,66.9395,-53.6735,41.59,90,78,6.98,broken clouds
696,Tibiri,NE,13.5627,7.0485,73.74,88,0,9.22,clear sky
697,Southampton,GB,50.904,-1.4043,68.81,61,0,1.01,clear sky
698,Diamantina,BR,-18.2494,-43.6003,48.09,72,100,5.77,overcast clouds
